line_id,molecule,transition,E(K),Aij(s-1),freq
h2_v2_j18__v1_j18,h2,v2_j18__v1_j18,4411.38706847,3.489e-07,91918.39215128197
h2_v2_j18__v1_j16,h2,v2_j18__v1_j16,8237.49646348,3.305e-07,171641.57633929062
h2_v2_j18__v2_j16,h2,v2_j18__v2_j16,3596.78551527,1.836e-06,74944.84984998251
h2_v2_j19__v0_j21,h2,v2_j19__v0_j21,4677.92670342,3.683e-12,97472.1770060059
h2_v2_j19__v0_j19,h2,v2_j19__v0_j19,8904.44856095,8.837e-08,185538.6031677775
h2_v2_j19__v0_j17,h2,v2_j19__v0_j17,13031.98220962,3.881e-08,271542.4497238329
h2_v2_j19__v1_j21,h2,v2_j19__v1_j21,315.58344826,2.408e-12,6575.692113019975
h2_v2_j19__v1_j19,h2,v2_j19__v1_j19,4290.31947021,3.536e-07,89395.75271816232
h2_v2_j19__v1_j17,h2,v2_j19__v1_j17,8180.62126101,5.191e-07,170456.4894078611
h2_v2_j19__v2_j17,h2,v2_j19__v2_j17,3652.40563383,2.048e-06,76103.78507601157
h2_v2_j20__v0_j22,h2,v2_j20__v0_j22,4399.8522072,4.064e-12,91678.04464035855
h2_v2_j20__v0_j20,h2,v2_j20__v0_j20,8655.05454661,8.436e-08,180342.0750793372
h2_v2_j20__v0_j18,h2,v2_j20__v0_j18,12839.27879548,1.814e-08,267527.1620796328
h2_v2_j20__v1_j22,h2,v2_j20__v1_j22,168.7135348,1.111e-13,3515.4196655778724
h2_v2_j20__v1_j20,h2,v2_j20__v1_j20,4165.0437618,3.597e-07,86785.4304966181
h2_v2_j20__v1_j18,h2,v2_j20__v1_j18,8104.65593674,7.438e-07,168873.62887946705
h2_v2_j20__v2_j18,h2,v2_j20__v2_j18,3693.26886827,2.235e-06,76955.23672818509
h2_v2_j21__v0_j23,h2,v2_j21__v0_j23,4126.85943494,5.995e-12,85989.79822135562
h2_v2_j21__v0_j21,h2,v2_j21__v0_j21,8397.86022645,8.018e-08,174983.0149894801
h2_v2_j21__v0_j19,h2,v2_j21__v0_j19,12624.38208398,4.969e-09,263049.4411512517
h2_v2_j21__v1_j23,h2,v2_j21__v1_j23,30.52256374,2.277e-17,635.9870353178688
h2_v2_j21__v1_j21,h2,v2_j21__v1_j21,4035.51697129,3.669e-07,84086.53009649421
h2_v2_j21__v1_j19,h2,v2_j21__v1_j19,8010.2529918,9.984e-07,166906.59067163183
h2_v2_j21__v2_j19,h2,v2_j21__v2_j19,3719.93352303,2.389e-06,77510.83798347422
h2_v2_j22__v0_j24,h2,v2_j22__v0_j24,3858.14940939,9.488e-12,80390.78976435067
h2_v2_j22__v0_j22,h2,v2_j22__v0_j22,8132.74719776,7.586e-08,169458.95578603476
h2_v2_j22__v0_j20,h2,v2_j22__v0_j20,12387.94953717,2.353e-11,258122.98622501342
h2_v2_j22__v1_j22,h2,v2_j22__v1_j22,3901.60852392,3.749e-07,81296.33078124934
h2_v2_j22__v1_j20,h2,v2_j22__v1_j20,7897.93875236,1.275e-06,164566.3416422943
h2_v2_j22__v2_j20,h2,v2_j22__v2_j20,3732.89499056,2.503e-06,77780.9111456762
h2_v2_j23__v0_j25,h2,v2_j23__v0_j25,3592.81197755,1.44e-11,74862.05475793869
h2_v2_j23__v0_j23,h2,v2_j23__v0_j23,7859.41867109,7.144e-08,163763.71338027169
h2_v2_j23__v0_j21,h2,v2_j23__v0_j21,12130.4194626,3.835e-09,252756.9301483962
h2_v2_j23__v1_j23,h2,v2_j23__v1_j23,3763.08179845,3.832e-07,78409.90216422919
h2_v2_j23__v1_j21,h2,v2_j23__v1_j21,7768.07620744,1.566e-06,161860.44525541025
h2_v2_j23__v2_j21,h2,v2_j23__v2_j21,3732.55923615,2.572e-06,77773.91515891605
h2_v2_j23__v3_j21,h2,v2_j23__v3_j21,35.00676798,6.085e-17,729.4226911379595
h2_v2_j24__v0_j26,h2,v2_j24__v0_j26,3329.80046378,2.018e-11,69381.78402046338
h2_v2_j24__v0_j24,h2,v2_j24__v0_j24,7577.36144193,6.694e-08,157886.59432528366
h2_v2_j24__v0_j22,h2,v2_j24__v0_j22,11851.9592303,1.675e-08,246954.76034696779
h2_v2_j24__v1_j24,h2,v2_j24__v1_j24,3619.56820038,3.913e-07,75419.56398222629
h2_v2_j24__v1_j22,h2,v2_j24__v1_j22,7620.82055646,1.859e-06,158792.13534218236
h2_v2_j24__v2_j22,h2,v2_j24__v2_j22,3719.21203254,2.59e-06,77495.80456093299
h2_v2_j24__v3_j22,h2,v2_j24__v3_j22,160.99097041,1.32e-13,3354.5075327280697
h2_v2_j25__v0_j27,h2,v2_j25__v0_j27,3067.89125164,2.586e-11,63924.4815222114
h2_v2_j25__v0_j25,h2,v2_j25__v0_j25,7285.79148477,6.243e-08,151811.2621801358
h2_v2_j25__v0_j23,h2,v2_j25__v0_j23,11552.39817687,3.905e-08,240712.92077246404
h2_v2_j25__v1_j25,h2,v2_j25__v1_j25,3470.52932934,3.985e-07,72314.09779179507
h2_v2_j25__v1_j23,h2,v2_j25__v1_j23,7456.06130567,2.145e-06,155359.10958642632
h2_v2_j25__v2_j23,h2,v2_j25__v2_j23,3692.97950722,2.555e-06,76949.2074221971
h2_v2_j25__v3_j23,h2,v2_j25__v3_j23,280.25394392,2.21e-12,5839.544687271446
h2_v2_j26__v0_j28,h2,v2_j26__v0_j28,2805.62000728,3.032e-11,58459.6354964809
h2_v2_j26__v0_j26,h2,v2_j26__v0_j26,6983.57299606,5.796e-08,145514.05063885785
h2_v2_j26__v0_j24,h2,v2_j26__v0_j24,11231.13397421,7.089e-08,234018.86094367818
h2_v2_j26__v1_j26,h2,v2_j26__v1_j26,3315.19951143,4.038e-07,69077.54953750857
h2_v2_j26__v1_j24,h2,v2_j26__v1_j24,7273.34073267,2.411e-06,151551.83060082913
h2_v2_j26__v2_j24,h2,v2_j26__v2_j24,3653.77253229,2.465e-06,76132.26661860285
h2_v2_j26__v3_j24,h2,v2_j26__v3_j24,393.48114772,1.258e-11,8198.816807251435
h2_v2_j27__v0_j29,h2,v2_j27__v0_j29,2541.17902696,3.242e-11,52949.5795089537
h2_v2_j27__v0_j27,h2,v2_j27__v0_j27,6669.09266667,5.364e-08,138961.3437935798
h2_v2_j27__v0_j25,h2,v2_j27__v0_j25,10886.99289979,1.124e-07,226848.12445129588
h2_v2_j27__v1_j27,h2,v2_j27__v1_j27,3152.49442973,4.061e-07,65687.32572069578
h2_v2_j27__v1_j25,h2,v2_j27__v1_j25,7071.73074436,2.643e-06,147350.96006295513
h2_v2_j27__v2_j25,h2,v2_j27__v2_j25,3601.20141502,2.32e-06,75036.86227116005
h2_v2_j27__v3_j25,h2,v2_j27__v3_j25,501.39209829,4.397e-11,10447.316183514755
h2_v3_j0__v0_j2,h2,v3_j0__v0_j2,16442.36799223,3.36e-08,342603.35933968885
h2_v3_j0__v1_j2,h2,v3_j0__v1_j2,10480.8457978,9.171e-07,218385.39197908694
h2_v3_j0__v2_j2,h2,v3_j0__v2_j2,4857.35402549,1.406e-06,101210.83577629711
h2_v3_j1__v0_j3,h2,v3_j1__v0_j3,16082.60359076,1.15e-08,335107.08553212654
h2_v3_j1__v0_j1,h2,v3_j1__v0_j1,16927.21170475,2.604e-08,352705.8631118082
h2_v3_j1__v1_j3,h2,v3_j1__v1_j3,10146.39334472,4.337e-07,211416.5335993964
h2_v3_j1__v1_j1,h2,v3_j1__v1_j1,10948.72853083,4.985e-07,228134.4862816146
h2_v3_j1__v2_j3,h2,v3_j1__v2_j3,4547.66563888,7.045e-07,94757.97681758674
h2_v3_j1__v2_j1,h2,v3_j1__v2_j1,5308.64582381,6.885e-07,110614.23109137254
h2_v3_j2__v0_j4,h2,v3_j2__v0_j4,15705.54424809,4.826e-09,327250.44362201955
h2_v3_j2__v0_j2,h2,v3_j2__v0_j2,16877.31911812,1.868e-08,351666.27028712136
h2_v3_j2__v0_j0,h2,v3_j2__v0_j0,17387.18298932,2.158e-08,362290.1095760611
h2_v3_j2__v1_j4,h2,v3_j2__v1_j4,9802.84398599,2.855e-07,204258.12646147594
h2_v3_j2__v1_j2,h2,v3_j2__v1_j2,10915.79692368,3.552e-07,227448.302926311
h2_v3_j2__v1_j0,h2,v3_j2__v1_j0,11400.1932471,3.192e-07,237541.48462215377
h2_v3_j2__v2_j4,h2,v3_j2__v2_j4,4236.90945682,4.871e-07,88282.86861178307
h2_v3_j2__v2_j2,h2,v3_j2__v2_j2,5292.30514994,4.895e-07,110273.74669372482
h2_v3_j2__v2_j0,h2,v3_j2__v2_j0,5751.79041136,3.886e-07,119847.86607871596
h2_v3_j2__v3_j0,h2,v3_j2__v3_j0,434.95112588,2.287e-11,9062.910947224067
h2_v3_j3__v0_j5,h2,v3_j3__v0_j5,15314.18635233,1.67e-09,319095.86820716143
h2_v3_j3__v0_j3,h2,v3_j3__v0_j3,16802.84662988,1.755e-08,350114.51541449793
h2_v3_j3__v0_j1,h2,v3_j3__v0_j1,17647.45474532,3.642e-08,367713.2930243926
h2_v3_j3__v1_j5,h2,v3_j3__v1_j5,9452.99450532,1.98e-07,196968.44608226125
h2_v3_j3__v1_j3,h2,v3_j3__v1_j3,10866.63638528,3.303e-07,226423.9635117725
h2_v3_j3__v1_j1,h2,v3_j3__v1_j1,11668.97157139,4.676e-07,243141.9161939907
h2_v3_j3__v2_j5,h2,v3_j3__v2_j5,3927.69494576,3.515e-07,81839.88361741988
h2_v3_j3__v2_j3,h2,v3_j3__v2_j3,5267.90867945,4.539e-07,109765.40673017119
h2_v3_j3__v2_j1,h2,v3_j3__v2_j1,6028.88886437,5.15e-07,125621.66100374862
h2_v3_j3__v3_j1,h2,v3_j3__v3_j1,720.24304056,3.673e-10,15007.429912376097
h2_v3_j4__v0_j6,h2,v3_j4__v0_j6,14911.36633986,3.033e-10,310702.46103207004
h2_v3_j4__v0_j4,h2,v3_j4__v0_j4,16704.22558105,1.723e-08,348059.58618248417
h2_v3_j4__v0_j2,h2,v3_j4__v0_j2,17876.00045107,5.084e-08,372475.4128473775
h2_v3_j4__v1_j6,h2,v3_j4__v1_j6,9099.43896417,1.38e-07,189601.5439323767
h2_v3_j4__v1_j4,h2,v3_j4__v1_j4,10801.52532039,3.201e-07,225067.2690519453
h2_v3_j4__v1_j2,h2,v3_j4__v1_j2,11914.47825664,5.76e-07,248257.44548677563
h2_v3_j4__v2_j6,h2,v3_j4__v2_j6,3622.38973105,2.528e-07,75478.35514214187
h2_v3_j4__v2_j4,h2,v3_j4__v2_j4,5235.59078978,4.383e-07,109092.01117224766
h2_v3_j4__v2_j2,h2,v3_j4__v2_j2,6290.98648433,5.651e-07,131082.8892839858
h2_v3_j4__v3_j2,h2,v3_j4__v3_j2,998.68133296,2.101e-09,20809.14256046461
h2_v3_j5__v0_j7,h2,v3_j5__v0_j7,14499.70252562,4.371e-12,302124.77892789483
h2_v3_j5__v0_j5,h2,v3_j5__v0_j5,16582.01690468,1.717e-08,345513.17053939647
h2_v3_j5__v0_j3,h2,v3_j5__v0_j3,18070.67718223,6.51e-08,376531.8177467329
h2_v3_j5__v1_j7,h2,v3_j5__v1_j7,8744.51555483,9.542e-08,182206.14003400624
h2_v3_j5__v1_j5,h2,v3_j5__v1_j5,10720.82505766,3.138e-07,223385.74841428784
h2_v3_j5__v1_j3,h2,v3_j5__v1_j3,12134.46693619,6.59e-07,252841.26581400275
h2_v3_j5__v2_j7,h2,v3_j5__v2_j7,3323.07171725,1.784e-07,69241.57969184035
h2_v3_j5__v2_j5,h2,v3_j5__v2_j5,5195.52549667,4.285e-07,108257.18591965013
h2_v3_j5__v2_j3,h2,v3_j5__v2_j3,6535.73923036,5.649e-07,136182.70903240144
h2_v3_j5__v3_j3,h2,v3_j5__v3_j3,1267.83055091,7.395e-09,26417.302302230244
h2_v3_j6__v0_j8,h2,v3_j6__v0_j8,14081.55461447,3.317e-10,293411.9901660473
h2_v3_j6__v0_j6,h2,v3_j6__v0_j6,16436.89858408,1.722e-08,342489.3953652373
h2_v3_j6__v0_j4,h2,v3_j6__v0_j4,18229.75782527,7.874e-08,379846.5205156514
h2_v3_j6__v1_j8,h2,v3_j6__v1_j8,8390.27216611,6.501e-08,174824.90546629074
h2_v3_j6__v1_j6,h2,v3_j6__v1_j6,10624.9712084,3.089e-07,221388.47826575235
h2_v3_j6__v1_j4,h2,v3_j6__v1_j4,12327.05756461,7.182e-07,256854.20338511257
h2_v3_j6__v2_j8,h2,v3_j6__v2_j8,3031.500881,1.227e-07,63166.22922942899
h2_v3_j6__v2_j6,h2,v3_j6__v2_j6,5147.92197671,4.208e-07,107265.2895053139
h2_v3_j6__v2_j4,h2,v3_j6__v2_j4,6761.12303544,5.245e-07,140878.94553541968
h2_v3_j6__v3_j4,h2,v3_j6__v3_j4,1525.53224422,1.952e-08,31786.934333167286
h2_v3_j7__v0_j9,h2,v3_j7__v0_j9,13659.00011102,9.831e-10,284607.38291881274
h2_v3_j7__v0_j7,h2,v3_j7__v0_j7,16269.64982918,1.732e-08,339004.4967605352
h2_v3_j7__v0_j5,h2,v3_j7__v0_j5,18351.96420824,9.11e-08,382392.88837203686
h2_v3_j7__v1_j9,h2,v3_j7__v1_j9,8038.4497238,4.357e-08,167494.11523683835
h2_v3_j7__v1_j7,h2,v3_j7__v1_j7,10514.46285839,3.042e-07,219085.85786664658
h2_v3_j7__v1_j5,h2,v3_j7__v1_j5,12490.77236122,7.529e-07,260265.4662469282
h2_v3_j7__v2_j9,h2,v3_j7__v2_j9,2749.10968007,8.18e-08,57282.15133187152
h2_v3_j7__v2_j7,h2,v3_j7__v2_j7,5093.01902081,4.143e-07,106121.29752448075
h2_v3_j7__v2_j5,h2,v3_j7__v2_j5,6965.47280023,4.526e-07,145136.9037522905
h2_v3_j7__v3_j5,h2,v3_j7__v3_j5,1769.94730356,4.252e-08,36879.717832640374
h2_v3_j8__v0_j10,h2,v3_j8__v0_j10,13233.82548121,1.749e-09,275748.18109656003
h2_v3_j8__v0_j8,h2,v3_j8__v0_j8,16081.13225868,1.746e-08,335076.4279459717
h2_v3_j8__v0_j6,h2,v3_j8__v0_j6,18436.47622829,1.015e-07,384153.8331451616
h2_v3_j8__v1_j10,h2,v3_j8__v1_j10,7690.48090579,2.871e-08,160243.62150916952
h2_v3_j8__v1_j8,h2,v3_j8__v1_j8,10389.84981032,2.995e-07,216489.3432462151
h2_v3_j8__v1_j6,h2,v3_j8__v1_j6,12624.54885261,7.622e-07,263052.91604567674
h2_v3_j8__v2_j10,h2,v3_j8__v2_j10,2477.0093883,5.272e-08,51612.501188913724
h2_v3_j8__v2_j8,h2,v3_j8__v2_j8,5031.07852665,4.087e-07,104830.66703935812
h2_v3_j8__v2_j6,h2,v3_j8__v2_j6,7147.49962092,3.594e-07,148929.72728523824
h2_v3_j8__v3_j6,h2,v3_j8__v3_j6,1999.57764421,8.065e-08,41664.437779924396
h2_v3_j9__v0_j11,h2,v3_j9__v0_j11,12807.52906153,2.494e-09,266865.60496604966
h2_v3_j9__v0_j9,h2,v3_j9__v0_j9,15872.26862782,1.76e-08,330724.41602102655
h2_v3_j9__v0_j7,h2,v3_j9__v0_j7,18482.91834598,1.094e-07,385121.529862749
h2_v3_j9__v1_j11,h2,v3_j9__v1_j11,7347.50097035,1.86e-08,153097.07922746273
h2_v3_j9__v1_j9,h2,v3_j9__v1_j9,10251.71823917,2.943e-07,213611.14830925575
h2_v3_j9__v1_j7,h2,v3_j9__v1_j7,12727.73137376,7.468e-07,265202.890939064
h2_v3_j9__v2_j11,h2,v3_j9__v2_j11,2216.00887024,3.27e-08,46174.132803106324
h2_v3_j9__v2_j9,h2,v3_j9__v2_j9,4962.37819543,4.039e-07,103399.18440408052
h2_v3_j9__v2_j7,h2,v3_j9__v2_j7,7306.28753761,2.564e-07,152238.3306266945
h2_v3_j9__v3_j7,h2,v3_j9__v3_j7,2213.26851537,1.377e-07,46117.03307241737
h2_v3_j10__v0_j12,h2,v3_j10__v0_j12,12381.33247426,3.135e-09,257985.10900544265
h2_v3_j10__v0_j10,h2,v3_j10__v0_j10,15644.0197849,1.774e-08,325968.4818157623
h2_v3_j10__v0_j8,h2,v3_j10__v0_j8,18491.32656237,1.143e-07,385296.7286651739
h2_v3_j10__v1_j12,h2,v3_j10__v1_j12,7010.36713211,1.188e-08,146072.34984647032
h2_v3_j10__v1_j10,h2,v3_j10__v1_j10,10100.67520949,2.886e-07,210463.9222285801
h2_v3_j10__v1_j8,h2,v3_j10__v1_j8,12800.04411402,7.082e-07,266709.6439656257
h2_v3_j10__v2_j12,h2,v3_j10__v2_j12,1966.64196245,1.943e-08,40978.169523524135
h2_v3_j10__v2_j10,h2,v3_j10__v2_j10,4887.20369199,4.001e-07,101832.80190811597
h2_v3_j10__v2_j8,h2,v3_j10__v2_j8,7441.2728289,1.567e-07,155050.96772855564
h2_v3_j10__v3_j8,h2,v3_j10__v3_j8,2410.19430369,2.163e-07,50220.30071920225
h2_v3_j11__v0_j13,h2,v3_j11__v0_j13,11956.19742664,3.63e-09,249126.73194220697
h2_v3_j11__v0_j11,h2,v3_j11__v0_j11,15397.36063937,1.787e-08,320828.93914706825
h2_v3_j11__v0_j9,h2,v3_j11__v0_j9,18462.10020423,1.162e-07,384687.7501722487
h2_v3_j11__v1_j13,h2,v3_j11__v1_j13,6679.68312774,7.497e-09,139182.01319723582
h2_v3_j11__v1_j11,h2,v3_j11__v1_j11,9937.3325482,2.823e-07,207060.4134086897
h2_v3_j11__v1_j9,h2,v3_j11__v1_j9,12841.54981701,6.498e-07,267574.4824902743
h2_v3_j11__v2_j13,h2,v3_j11__v2_j13,1729.19992087,1.099e-08,36030.68013925637
h2_v3_j11__v2_j11,h2,v3_j11__v2_j11,4805.84044808,3.976e-07,100137.46698412488
h2_v3_j11__v2_j9,h2,v3_j11__v2_j9,7552.20977328,7.3e-08,157362.51858530747
h2_v3_j11__v3_j9,h2,v3_j11__v3_j9,2589.83157784,3.175e-07,53963.334181018574
h2_v3_j12__v0_j14,h2,v3_j12__v0_j14,11532.84516314,3.967e-09,240305.50207265886
h2_v3_j12__v0_j12,h2,v3_j12__v0_j12,15133.25585516,1.799e-08,315325.8883498359
h2_v3_j12__v0_j10,h2,v3_j12__v0_j10,18395.94316581,1.149e-07,383309.26116036385
h2_v3_j12__v1_j14,h2,v3_j12__v1_j14,6355.82608225,4.699e-09,132433.92728995453
h2_v3_j12__v1_j12,h2,v3_j12__v1_j12,9762.29051301,2.754e-07,203413.12919086355
h2_v3_j12__v1_j10,h2,v3_j12__v1_j10,12852.59859039,5.757e-07,267804.70157297334
h2_v3_j12__v2_j14,h2,v3_j12__v2_j14,1503.76588376,5.864e-09,31333.396970561203
h2_v3_j12__v2_j12,h2,v3_j12__v2_j12,4718.56534336,3.963e-07,98318.94886812572
h2_v3_j12__v2_j10,h2,v3_j12__v2_j10,7639.1270729,1.744e-08,159173.58125271753
h2_v3_j12__v3_j10,h2,v3_j12__v3_j10,2751.9233809,4.405e-07,57340.779344393224
h2_v3_j13__v0_j15,h2,v3_j13__v0_j15,11111.77638673,4.15e-09,231531.85235387814
h2_v3_j13__v0_j13,h2,v3_j13__v0_j13,14852.63587777,1.809e-08,309478.7167625636
h2_v3_j13__v0_j11,h2,v3_j13__v0_j11,18293.7990905,1.107e-07,381180.92396742495
h2_v3_j13__v1_j15,h2,v3_j13__v1_j15,6038.97330186,2.949e-09,125831.78658680074
h2_v3_j13__v1_j13,h2,v3_j13__v1_j13,9576.12157887,2.678e-07,199533.99801759247
h2_v3_j13__v1_j11,h2,v3_j13__v1_j11,12833.77099932,4.907e-07,267412.398228838
h2_v3_j13__v2_j15,h2,v3_j13__v2_j15,1290.24897224,2.918e-09,26884.426408829735
h2_v3_j13__v2_j13,h2,v3_j13__v2_j13,4625.63837199,3.967e-07,96382.66495940468
h2_v3_j13__v2_j11,h2,v3_j13__v2_j11,7702.27889921,2.542e-10,160489.45180448156
h2_v3_j13__v3_j11,h2,v3_j13__v3_j11,2896.43845113,5.826e-07,60351.98482035666
h2_v3_j14__v0_j16,h2,v3_j14__v0_j16,10693.28991268,4.194e-09,222812.00908583394
h2_v3_j14__v0_j14,h2,v3_j14__v0_j14,14556.37363039,1.817e-08,303305.6131532856
h2_v3_j14__v0_j12,h2,v3_j14__v0_j12,18156.78432385,1.04e-07,378325.9994604672
h2_v3_j14__v1_j16,h2,v3_j14__v1_j16,5729.12730732,1.871e-09,119375.64361168213
h2_v3_j14__v1_j14,h2,v3_j14__v1_j14,9379.3545495,2.595e-07,195434.0383705812
h2_v3_j14__v1_j12,h2,v3_j14__v1_j12,12785.81898026,4.002e-07,266413.2402714902
h2_v3_j14__v2_j16,h2,v3_j14__v2_j16,1088.41635767,1.33e-09,22678.917092369273
h2_v3_j14__v2_j14,h2,v3_j14__v2_j14,4527.29435102,3.987e-07,94333.50805139626
h2_v3_j14__v2_j12,h2,v3_j14__v2_j12,7742.09381061,2.927e-08,161319.05994875243
h2_v3_j14__v3_j12,h2,v3_j14__v3_j12,3023.52846725,7.392e-07,63000.111080626666
h2_v3_j15__v0_j17,h2,v3_j15__v0_j17,10277.49877848,4.12e-09,214148.32758765217
h2_v3_j15__v0_j15,h2,v3_j15__v0_j15,14245.26201289,1.823e-08,296823.09887459566
h2_v3_j15__v0_j13,h2,v3_j15__v0_j13,17986.12150393,9.514e-08,374769.96328328113
h2_v3_j15__v1_j17,h2,v3_j15__v1_j17,5426.13782988,1.216e-09,113062.36727188878
h2_v3_j15__v1_j15,h2,v3_j15__v1_j15,9172.45892801,2.505e-07,191123.03310730992
h2_v3_j15__v1_j13,h2,v3_j15__v1_j13,12709.60720646,3.094e-07,264825.24456810637
h2_v3_j15__v2_j17,h2,v3_j15__v2_j17,897.92220269,5.407e-10,18709.662939830872
h2_v3_j15__v2_j15,h2,v3_j15__v2_j15,4423.7345984,4.025e-07,92175.67292954729
h2_v3_j15__v2_j13,h2,v3_j15__v2_j13,7759.12399815,1.094e-07,161673.9114801222
h2_v3_j15__v3_j13,h2,v3_j15__v3_j13,3133.48562615,9.045e-07,65291.246520509165
h2_v3_j16__v0_j18,h2,v3_j16__v0_j18,9864.34281018,3.951e-09,205539.55403765547
h2_v3_j16__v0_j16,h2,v3_j16__v0_j16,13919.99195182,1.827e-08,290045.5704998586
h2_v3_j16__v0_j14,h2,v3_j16__v0_j14,17783.07566953,8.47e-08,370539.17456731014
h2_v3_j16__v1_j18,h2,v3_j16__v1_j18,5129.71995144,8.23e-10,106886.0208374897
h2_v3_j16__v1_j16,h2,v3_j16__v1_j16,8955.82934501,2.409e-07,186609.20499549367
h2_v3_j16__v1_j14,h2,v3_j16__v1_j14,12606.05658864,2.233e-07,262667.59978460585
h2_v3_j16__v2_j18,h2,v3_j16__v2_j18,718.33288297,1.88e-10,14967.628686207732
h2_v3_j16__v2_j16,h2,v3_j16__v2_j16,4315.11839681,4.081e-07,89912.47850639388
h2_v3_j16__v2_j14,h2,v3_j16__v2_j14,7753.99639015,2.426e-07,161567.06946521247
h2_v3_j16__v3_j14,h2,v3_j16__v3_j14,3226.70203914,1.071e-06,67233.56141402462
h2_v3_j17__v0_j19,h2,v3_j17__v0_j19,9453.59682624,3.708e-09,196980.99641386128
h2_v3_j17__v0_j17,h2,v3_j17__v0_j17,13581.13047346,1.828e-08,282984.8429397035
h2_v3_j17__v0_j15,h2,v3_j17__v0_j15,17548.89370787,7.322e-08,365659.614226647
h2_v3_j17__v1_j19,h2,v3_j17__v1_j19,4839.46773406,5.881e-10,100838.14593424139
h2_v3_j17__v1_j17,h2,v3_j17__v1_j17,8729.76952486,2.307e-07,181898.88262394012
h2_v3_j17__v1_j15,h2,v3_j17__v1_j15,12476.09062443,1.465e-07,259959.54848936602
h2_v3_j17__v2_j19,h2,v3_j17__v2_j19,549.14826529,5.197e-11,11442.39324608378
h2_v3_j17__v2_j17,h2,v3_j17__v2_j17,4201.55389911,4.154e-07,87546.17832188697
h2_v3_j17__v2_j15,h2,v3_j17__v2_j15,7727.36629338,4.276e-07,161012.18828159865
h2_v3_j17__v3_j15,h2,v3_j17__v3_j15,3303.63169498,1.232e-06,68836.51535205137
h2_v3_j18__v0_j20,h2,v3_j18__v0_j20,9044.87361007,3.411e-09,188464.58643166552
h2_v3_j18__v0_j18,h2,v3_j18__v0_j18,13229.09785894,1.828e-08,275649.6734319611
h2_v3_j18__v0_j16,h2,v3_j18__v0_j16,17284.74700058,6.123e-08,360155.6898941642
h2_v3_j18__v1_j20,h2,v3_j18__v1_j20,4554.86282527,4.486e-10,94907.94184915475
h2_v3_j18__v1_j18,h2,v3_j18__v1_j18,8494.47499876,2.198e-07,176996.1402017906
h2_v3_j18__v1_j16,h2,v3_j18__v1_j16,12320.58439378,8.286e-08,256719.32439000765
h2_v3_j18__v2_j20,h2,v3_j18__v2_j20,389.81906202,9.892e-12,8122.51132232355
h2_v3_j18__v2_j18,h2,v3_j18__v2_j18,4083.0879303,4.244e-07,85077.748050717
h2_v3_j18__v2_j16,h2,v3_j18__v2_j16,7679.87344557,6.601e-07,160022.59790069947
h2_v3_j18__v3_j16,h2,v3_j18__v3_j16,3364.75504876,1.379e-06,70110.11939430563
h2_v3_j19__v0_j21,h2,v3_j19__v0_j21,8637.62061382,3.076e-09,179978.8108619703
h2_v3_j19__v0_j19,h2,v3_j19__v0_j19,12864.14247135,1.825e-08,268045.2370237419
h2_v3_j19__v0_j17,h2,v3_j19__v0_j17,16991.67611858,4.925e-08,354049.08354979247
h2_v3_j19__v1_j21,h2,v3_j19__v1_j21,4275.27735866,3.667e-10,89082.32596898437
h2_v3_j19__v1_j19,h2,v3_j19__v1_j19,8250.01337917,2.085e-07,171902.38654412195
h2_v3_j19__v1_j17,h2,v3_j19__v1_j17,12140.31517141,3.568e-08,252963.12326382552
h2_v3_j19__v2_j21,h2,v3_j19__v2_j21,239.76038737,9.174e-13,4995.795872490169
h2_v3_j19__v2_j19,h2,v3_j19__v2_j19,3959.6939104,4.346e-07,82506.63385596439
h2_v3_j19__v2_j17,h2,v3_j19__v2_j17,7612.09954422,9.335e-07,158610.41893176758
h2_v3_j19__v3_j17,h2,v3_j19__v3_j17,3410.54564511,1.506e-06,71064.24060988061
h2_v3_j20__v0_j22,h2,v3_j20__v0_j22,8231.1088898,2.721e-09,171508.4808993983
h2_v3_j20__v0_j20,h2,v3_j20__v0_j20,12486.31122921,1.82e-08,260172.51133837693
h2_v3_j20__v0_j18,h2,v3_j20__v0_j18,16670.53547807,3.776e-08,347357.59833846416
h2_v3_j20__v1_j22,h2,v3_j20__v1_j22,3999.97021596,3.187e-10,83345.85589461286
h2_v3_j20__v1_j20,h2,v3_j20__v1_j20,7996.3004444,1.966e-07,166615.86675565783
h2_v3_j20__v1_j18,h2,v3_j20__v1_j18,11935.91261934,7.513e-09,248704.0651385068
h2_v3_j20__v2_j22,h2,v3_j20__v2_j22,98.36169204,1.122e-14,2049.525113363522
h2_v3_j20__v2_j20,h2,v3_j20__v2_j20,3831.2566826,4.458e-07,79830.43625903974
h2_v3_j20__v2_j18,h2,v3_j20__v2_j18,7524.52555087,1.238e-06,156785.6729872248
h2_v3_j20__v3_j18,h2,v3_j20__v3_j18,3441.43761913,1.604e-06,71707.92490650309
h2_v3_j21__v0_j23,h2,v3_j21__v0_j23,7824.41190311,2.357e-09,163034.29068913372
h2_v3_j21__v0_j21,h2,v3_j21__v0_j21,12095.41269462,1.813e-08,252027.5074572582
h2_v3_j21__v0_j19,h2,v3_j21__v0_j19,16321.93455215,2.716e-08,340093.9336190298
h2_v3_j21__v1_j23,h2,v3_j21__v1_j23,3728.07503191,2.902e-10,77680.47950309596
h2_v3_j21__v1_j21,h2,v3_j21__v1_j21,7733.06943946,1.845e-07,161131.02256427228
